target,biasedFitness,capacity,diversity,fitness,avg_eff,max_p,max_w,mean,min_p,min_w,std,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,w_0,w_1,w_2,w_3,w_4,w_5,w_6,w_7,w_8,w_9,w_10,w_11,w_12,w_13,w_14,w_15,w_16,w_17,w_18,w_19,w_20,w_21,w_22,w_23,w_24,w_25,w_26,w_27,w_28,w_29,w_30,w_31,w_32,w_33,w_34,w_35,w_36,w_37,w_38,w_39,w_40,w_41,w_42,w_43,w_44,w_45,w_46,w_47,w_48,w_49
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.15_0.85_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,-590.2001953125,22015,5137.82421875,4278.62060546875,1.209999918937683,973.0,999.0,503.8599853515625,16.0,13.0,279.4430847167969,482,930,790,778,332,890,64,148,872,363,318,799,796,329,414,433,417,384,98,399,973,510,774,188,234,762,393,721,864,730,680,887,163,206,302,685,327,204,407,796,335,419,521,850,574,496,16,555,865,696,188,900,462,333,732,406,297,358,991,999,64,59,194,519,133,747,455,82,623,58,804,487,552,919,373,419,980,80,759,172,597,947,709,811,566,341,887,279,79,474,304,648,622,208,165,335,684,13,476,927
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.15_0.85_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,0.0,2372,4189.189453125,3560.81103515625,0.8100000023841858,986.0,995.0,531.27001953125,14.0,19.0,276.07208251953125,944,487,941,655,708,661,146,742,884,44,906,409,14,18,237,788,630,321,250,160,767,565,378,117,792,719,529,505,857,206,872,105,853,403,853,779,654,715,441,20,879,288,302,603,227,671,526,805,986,664,807,949,811,148,19,759,175,839,554,188,554,250,293,573,585,67,440,679,200,677,680,501,222,291,922,216,522,320,995,140,940,643,992,536,892,323,396,491,722,529,717,380,654,797,688,430,494,430,507,164
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.15_0.85_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,-590.2001953125,22015,5137.82421875,4278.62060546875,1.209999918937683,973.0,999.0,503.8599853515625,16.0,13.0,279.4430847167969,482,930,790,778,332,890,64,148,872,363,318,799,796,329,414,433,417,384,98,399,973,510,774,188,234,762,393,721,864,730,680,887,163,206,302,685,327,204,407,796,335,419,521,850,574,496,16,555,865,696,188,900,462,333,732,406,297,358,991,999,64,59,194,519,133,747,455,82,623,58,804,487,552,919,373,419,980,80,759,172,597,947,709,811,566,341,887,279,79,474,304,648,622,208,165,335,684,13,476,927
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.15_0.85_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,0.0,2372,4189.189453125,3560.81103515625,0.8100000023841858,986.0,995.0,531.27001953125,14.0,19.0,276.07208251953125,944,487,941,655,708,661,146,742,884,44,906,409,14,18,237,788,630,321,250,160,767,565,378,117,792,719,529,505,857,206,872,105,853,403,853,779,654,715,441,20,879,288,302,603,227,671,526,805,986,664,807,949,811,148,19,759,175,839,554,188,554,250,293,573,585,67,440,679,200,677,680,501,222,291,922,216,522,320,995,140,940,643,992,536,892,323,396,491,722,529,717,380,654,797,688,430,494,430,507,164
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.15_0.85_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,-31.35009765625,11702,3355.510498046875,2847.4814453125,0.8700000047683716,999.0,999.0,513.52001953125,13.0,6.0,289.4769287109375,482,277,116,974,332,14,912,416,872,363,537,738,247,50,750,932,417,49,550,399,13,609,857,188,396,762,949,310,995,730,910,934,163,526,302,685,327,233,731,999,335,235,521,921,597,24,414,83,865,565,275,317,462,252,264,552,266,358,991,999,988,640,829,570,562,747,191,209,601,889,697,802,792,6,767,419,178,80,607,172,597,947,709,464,566,653,887,563,439,749,760,647,485,208,127,335,425,13,125,565
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.15_0.85_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,-584.39990234375,8434,2962.915771484375,2430.818603515625,2.2699999809265137,980.0,977.0,475.4700012207031,2.0,2.0,289.5301513671875,439,773,116,799,85,255,323,560,521,748,537,731,247,437,515,932,711,876,550,745,13,609,175,577,14,549,378,857,68,965,980,791,2,526,385,224,804,233,361,85,681,235,615,764,775,833,237,83,46,586,122,370,85,200,559,552,46,285,931,696,551,640,554,623,562,187,191,462,601,102,543,28,798,278,767,482,178,937,607,36,144,977,865,118,172,653,97,2,462,367,964,686,485,738,345,870,718,870,125,565
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.15_0.85_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,-60.7998046875,18486,2786.06591796875,2359.0361328125,0.5899999737739563,962.0,992.0,536.4000244140625,14.0,17.0,275.54876708984375,944,719,429,549,332,14,146,305,884,363,906,749,842,329,414,173,417,60,128,399,767,510,892,232,37,762,529,505,40,55,912,105,163,402,215,962,829,865,731,338,88,684,302,709,597,496,526,805,865,565,493,594,723,333,383,759,266,839,991,884,64,374,829,17,777,747,440,679,375,677,752,802,792,528,922,419,522,320,612,172,597,947,992,464,566,323,887,526,439,749,760,647,151,797,127,430,730,430,476,927
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.15_0.85_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,76.89996337890625,6567,2649.400146484375,2263.525146484375,2.259999990463257,974.0,999.0,529.5700073242188,14.0,6.0,286.7052307128906,783,930,790,974,332,14,912,148,872,363,626,799,106,329,414,433,417,60,98,356,973,859,774,917,37,762,949,721,864,485,680,934,163,402,302,685,740,865,731,823,335,684,521,850,574,376,414,555,580,565,188,900,462,397,732,20,266,274,991,999,44,374,829,167,133,747,455,290,623,58,697,802,552,6,113,765,980,80,759,172,597,674,709,464,723,341,418,279,439,474,760,648,622,208,127,418,684,218,476,927
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.15_0.85_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,0.0,4682,2649.254638671875,2251.866455078125,1.7799999713897705,995.0,999.0,523.4099731445312,3.0,6.0,295.3360900878906,482,412,790,974,332,14,912,305,872,363,626,679,106,329,414,433,417,60,62,399,852,510,3,188,37,762,949,310,995,730,912,934,163,402,302,685,327,865,731,796,335,684,521,709,597,496,414,965,865,565,513,900,462,333,264,406,266,358,991,999,64,374,829,519,818,747,142,290,737,318,697,802,792,6,113,419,936,80,759,172,597,947,709,464,566,986,887,646,439,749,760,647,151,208,127,335,16,13,476,927
MEA_KP_combined_front_1000_generations_10_PS_NS_K_3_threshold_3_Euclidean_WS_0.15_0.85_Inst_N_100_Target_GA32PS_CR_0.7_1e5Evals_rep_0.json,125.7998046875,14634,1940.351318359375,1668.168701171875,11.979999542236328,986.0,995.0,487.4800109863281,28.0,1.0,300.6351318359375,448,487,941,984,484,353,323,143,676,588,672,731,410,437,515,591,630,736,250,745,253,640,175,117,792,719,149,857,653,965,980,28,853,403,853,779,654,590,670,85,879,288,615,764,902,833,307,29,986,664,122,949,811,148,79,735,175,285,118,111,551,228,554,623,650,67,955,462,200,102,680,28,222,291,126,482,579,740,995,757,144,860,357,536,172,1,97,2,169,697,971,380,206,306,138,870,494,679,105,113
